strategy,symbol,tf,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
VWAP_Deviation_MeanRev,ES,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 10}",60362,0.4066,-1610806.87,354.64,-290.15,0.844,-2.9493,0.4975,1637118.75
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",537,0.352,10912.5,762.24,-384.83,1.082,0.5691,0.4234,12381.25
VWAP_Deviation_MeanRev,ES,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 6}",46122,0.4088,-1238863.75,322.46,-272.13,0.831,-3.0699,0.3459,1269482.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",10484,0.3567,253087.5,1219.35,-639.54,1.059,0.5798,0.3441,103727.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",9036,0.381,182060.0,1109.95,-651.77,1.05,0.4891,0.3421,111705.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",10484,0.3797,177550.0,1098.12,-645.84,1.042,0.4566,0.3417,105255.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 8}",10484,0.4125,196335.0,882.68,-589.01,1.054,0.5961,0.3403,82760.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 12}",10484,0.3957,213750.0,991.44,-616.95,1.055,0.5927,0.3326,97475.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",9036,0.3586,259427.5,1233.24,-645.63,1.069,0.629,0.3174,112050.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 8}",10484,0.3995,210400.0,928.41,-585.35,1.057,0.5917,0.2985,76615.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 12}",9036,0.3986,219570.0,998.08,-622.68,1.065,0.6354,0.2983,98835.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 12}",537,0.3724,5862.5,655.94,-372.99,1.047,0.3401,0.2955,11356.25
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 8}",9036,0.4154,214790.0,888.76,-592.0,1.069,0.6802,0.2925,95335.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 8}",9036,0.4399,97025.0,787.99,-600.68,1.032,0.3509,0.285,98125.0
VWAP_Deviation_MeanRev,ES,5m,"{""dev_atr_mult"": 2.5, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 6}",35601,0.4097,-925681.25,320.46,-270.16,0.835,-2.6592,0.269,955965.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 12}",10484,0.3796,273380.0,1067.7,-612.74,1.069,0.6928,0.267,94652.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 12}",9036,0.4294,95917.5,862.31,-631.41,1.03,0.3223,0.266,123890.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 20}",143,0.3776,2193.75,853.12,-492.98,1.05,0.3094,0.2622,10312.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 8}",10484,0.4383,83305.0,782.73,-597.5,1.024,0.2892,0.2495,94440.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 12}",10484,0.4277,88487.5,855.8,-625.87,1.024,0.2851,0.2454,123852.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 8}",9036,0.4029,224425.0,932.03,-588.4,1.071,0.6652,0.2376,89195.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",9036,0.4199,83065.0,932.46,-660.04,1.024,0.2635,0.2307,135635.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 12}",9036,0.3828,274285.0,1073.9,-618.43,1.08,0.7314,0.208,100317.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",10484,0.4194,73222.5,921.36,-654.39,1.018,0.2226,0.2002,131140.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",143,0.3986,1300.0,783.33,-504.07,1.03,0.1915,0.1649,10450.0
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",28178,0.3773,-596025.0,392.23,-273.82,0.875,-2.5023,0.1539,610387.5
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",28178,0.3539,-609300.0,478.7,-296.82,0.887,-2.141,0.1537,618075.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 12}",29886,0.3486,76435.0,851.32,-452.34,1.009,0.1439,0.133,211415.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 12}",37952,0.3464,69362.5,833.52,-439.55,1.006,0.1226,0.1146,217735.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 20}",29886,0.3276,52567.5,967.95,-469.43,1.006,0.0889,0.0824,221822.5
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 15}",697,0.307,-40375.0,207.38,-178.43,0.524,-4.2315,0.0698,41732.14
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 8}",29886,0.369,35542.5,743.02,-433.41,1.004,0.0738,0.0676,224817.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 12}",143,0.4476,512.5,605.47,-484.02,1.013,0.0871,0.0676,8062.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 20}",37952,0.3264,39670.0,943.0,-455.75,1.003,0.0631,0.0578,230007.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",537,0.3706,1175.0,665.26,-390.51,1.009,0.0671,0.0547,14750.0
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.5, ""atr_period"": 14, ""rr_ratio"": 1.0, ""hold_bars"": 10}",36183,0.4819,-1074147.5,478.9,-503.33,0.886,-1.8916,0.0519,1112062.86
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 8}",140,0.4357,637.5,966.35,-747.56,1.011,0.0683,0.0494,11487.5
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 8}",28178,0.3577,-569331.25,425.83,-270.82,0.883,-2.1821,0.0095,581612.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 8}",537,0.3818,268.75,565.64,-350.57,1.002,0.0173,0.0057,12112.5
VWAP_Deviation_MeanRev,ES,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 14, ""rr_ratio"": 1.5, ""hold_bars"": 6}",60132,0.4107,-1467074.11,326.81,-273.16,0.846,-3.0983,-0.004,1496598.21
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 40}",369449,0.4087,-2121586.25,444.43,-316.91,0.969,-1.0449,-0.0045,2707260.18
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 40}",323113,0.4068,-1923313.75,437.58,-310.15,0.968,-1.0549,-0.0045,2383645.18
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",323113,0.3535,-1128941.79,543.69,-302.96,0.982,-0.5326,-0.0045,1844182.5
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 40}",323113,0.3451,-1024519.64,576.98,-308.91,0.984,-0.4424,-0.0045,1869815.0
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",369449,0.4114,-2104674.64,432.74,-312.32,0.969,-1.092,-0.0045,2623758.39
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",369449,0.3564,-1018757.14,550.65,-309.45,0.986,-0.4322,-0.0045,2027008.21
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 40}",366397,0.4078,-1837215.36,444.11,-314.36,0.973,-0.9177,-0.0045,2461200.36
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 40}",366397,0.3469,-525101.79,585.24,-313.12,0.993,-0.2053,-0.0045,1747104.29
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",366397,0.3554,-712296.07,551.06,-307.06,0.99,-0.3055,-0.0045,1746642.86
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 20}",327446,0.4103,-2170635.18,427.85,-309.1,0.964,-1.2204,-0.0045,2578594.46
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",366397,0.4103,-1865646.79,432.6,-309.77,0.972,-0.9779,-0.0045,2396792.68
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 40}",369449,0.3476,-906342.14,585.13,-315.53,0.988,-0.3495,-0.0045,2077687.5
MultiDay_Momentum,NQ,5m,"{""trend_days"": 3, ""pullback_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 20}",323113,0.4092,-1923203.93,426.53,-305.67,0.967,-1.1046,-0.0045,2308729.46
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",327446,0.3546,-1414336.43,544.65,-306.22,0.978,-0.6529,-0.0045,2144419.29
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 40}",327446,0.4076,-2200506.96,439.16,-313.57,0.964,-1.1801,-0.0045,2620265.18
MultiDay_Momentum,NQ,5m,"{""trend_days"": 5, ""pullback_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 40}",327446,0.3458,-1383329.29,578.34,-312.21,0.979,-0.5832,-0.0045,2219393.93
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 20}",37952,0.4046,-381877.5,661.28,-466.55,0.964,-0.8421,-0.0046,446227.5
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 3.0, ""hold_bars"": 15}",9811,0.333,-180357.14,551.58,-304.09,0.909,-0.9821,-0.0046,204984.29
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",37952,0.3582,-75200.0,820.03,-461.1,0.993,-0.1362,-0.0046,282320.0
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 20}",35666,0.3187,-743081.25,543.18,-285.61,0.893,-2.1702,-0.0046,749375.0
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 2.5, ""hold_bars"": 10}",9811,0.3652,-215177.86,444.25,-292.24,0.881,-1.3497,-0.0046,227708.39
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 3.0, ""hold_bars"": 20}",9811,0.3143,-151735.0,625.07,-309.76,0.927,-0.7742,-0.0046,183822.14
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 2.5, ""hold_bars"": 15}",9811,0.3429,-195704.64,525.58,-305.64,0.9,-1.11,-0.0046,217676.25
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 2.5, ""hold_bars"": 20}",9811,0.3287,-173804.64,581.06,-311.53,0.915,-0.9354,-0.0046,201791.61
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 2.0, ""hold_bars"": 10}",9811,0.3796,-210186.79,421.04,-293.96,0.882,-1.4007,-0.0046,221505.36
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 20}",28178,0.322,-560312.5,554.42,-293.76,0.9,-1.7431,-0.0046,574875.0
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 3.0, ""hold_bars"": 10}",9811,0.36,-190930.36,460.12,-291.32,0.895,-1.1558,-0.0046,204974.64
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 2.0, ""hold_bars"": 15}",9811,0.3621,-201008.57,483.69,-307.72,0.895,-1.2159,-0.0046,214537.14
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.7, ""rr_ratio"": 2.0, ""hold_bars"": 20}",9811,0.3545,-176962.5,520.57,-314.33,0.911,-1.0219,-0.0046,190773.57
VWAP_Deviation_MeanRev,ES,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 6}",60362,0.4102,-1532428.75,323.44,-271.8,0.839,-3.2517,-0.0047,1572490.62
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",11637,0.3436,-179175.0,647.09,-364.3,0.935,-0.7547,-0.0047,222956.25
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 12}",28178,0.3408,-538893.75,488.58,-283.13,0.897,-1.8424,-0.0047,546618.75
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 10, ""rr_ratio"": 1.0, ""hold_bars"": 6}",61354,0.4878,-1123999.0,455.09,-470.25,0.924,-1.6352,-0.0047,1182074.0
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 10, ""rr_ratio"": 1.0, ""hold_bars"": 10}",61354,0.4908,-1139842.0,476.58,-496.35,0.926,-1.5078,-0.0047,1200733.0
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 6}",61354,0.4249,-825659.0,585.26,-457.36,0.949,-0.9739,-0.0047,919662.75
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 10}",61354,0.4115,-975159.25,655.49,-486.28,0.944,-0.9854,-0.0047,1064458.75
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 12}",37952,0.4103,-361700.0,624.83,-451.29,0.964,-0.8457,-0.0047,424500.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 12}",29886,0.3724,-22510.0,768.0,-457.51,0.997,-0.0468,-0.0047,267080.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",29886,0.3593,-42190.0,842.79,-475.16,0.995,-0.0803,-0.0047,249765.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 12}",37952,0.3705,-60870.0,749.81,-444.44,0.994,-0.1195,-0.0047,283120.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 20}",29886,0.4043,-310325.0,682.11,-480.64,0.964,-0.7178,-0.0047,409712.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 12}",29886,0.4107,-286242.5,642.3,-464.32,0.965,-0.702,-0.0047,390317.5
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",11637,0.3676,-222787.5,577.27,-367.91,0.917,-1.0447,-0.0047,264150.0
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 12}",35666,0.3373,-721262.5,478.05,-275.23,0.889,-2.3223,-0.0047,727506.25
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 12}",35666,0.3628,-786762.5,425.38,-278.26,0.875,-2.7957,-0.0047,791712.5
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",35666,0.3734,-799112.5,384.1,-266.82,0.865,-3.1355,-0.0048,802600.0
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 8}",35666,0.3534,-765837.5,418.23,-263.87,0.873,-2.7526,-0.0048,770756.25
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 12}",11637,0.416,-253981.25,443.68,-355.51,0.894,-1.4843,-0.0048,263893.75
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",11637,0.4079,-280368.75,477.62,-371.64,0.89,-1.5265,-0.0048,282387.5
Enhanced_ORB,ES,5m,"{""orb_bars"": 3, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 12}",11637,0.3839,-190975.0,517.99,-351.97,0.924,-0.9619,-0.0048,233950.0
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 12}",10058,0.368,-112518.75,569.51,-351.81,0.949,-0.5398,-0.0048,175118.75
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 8}",29886,0.4182,-279190.0,595.46,-444.91,0.964,-0.7317,-0.0048,369602.5
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 14, ""rr_ratio"": 1.0, ""hold_bars"": 10}",46659,0.4851,-1144235.36,481.87,-502.16,0.905,-1.7527,-0.0048,1198861.07
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 14, ""rr_ratio"": 1.0, ""hold_bars"": 6}",46659,0.4823,-1089342.86,458.84,-473.69,0.905,-1.8629,-0.0048,1133532.86
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 10}",47178,0.4093,-921539.5,650.38,-484.59,0.932,-1.1111,-0.0048,1011680.75
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 10, ""rr_ratio"": 1.5, ""hold_bars"": 6}",47178,0.4223,-765758.25,582.86,-455.59,0.938,-1.0827,-0.0048,853497.25
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 10, ""rr_ratio"": 1.0, ""hold_bars"": 10}",47178,0.487,-1074880.5,473.28,-494.37,0.91,-1.6904,-0.0048,1135933.5
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 10, ""rr_ratio"": 1.0, ""hold_bars"": 6}",47178,0.484,-1034718.5,452.67,-468.12,0.909,-1.788,-0.0048,1090211.0
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 14, ""rr_ratio"": 1.5, ""hold_bars"": 10}",60892,0.4119,-1074593.39,659.03,-492.54,0.939,-1.1035,-0.0048,1141101.07
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 14, ""rr_ratio"": 1.5, ""hold_bars"": 6}",60892,0.4254,-864822.14,588.19,-461.91,0.946,-1.041,-0.0048,936399.82
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 14, ""rr_ratio"": 1.0, ""hold_bars"": 10}",60892,0.4892,-1192315.36,483.5,-502.07,0.924,-1.5655,-0.0048,1250752.86
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 1.5, ""atr_period"": 14, ""rr_ratio"": 1.0, ""hold_bars"": 6}",60892,0.4862,-1143021.07,460.79,-473.78,0.923,-1.6596,-0.0048,1197016.79
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 8}",37952,0.366,-8985.0,729.07,-422.15,0.999,-0.0174,-0.0048,203782.5
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",37952,0.3849,-71965.0,675.45,-426.57,0.993,-0.1534,-0.0048,262035.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 3, ""vol_mult"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 8}",37952,0.4173,-366372.5,581.01,-433.5,0.962,-0.9117,-0.0048,405145.0
Enhanced_ORB,NQ,5m,"{""orb_bars"": 5, ""vol_mult"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",29886,0.3872,-18015.0,690.16,-437.95,0.998,-0.0409,-0.0048,249070.0
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 14, ""rr_ratio"": 1.5, ""hold_bars"": 6}",46659,0.4223,-859022.14,586.01,-461.9,0.931,-1.2063,-0.0048,926609.29
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.0, ""atr_period"": 14, ""rr_ratio"": 1.5, ""hold_bars"": 10}",46659,0.4087,-1041090.36,656.95,-492.73,0.923,-1.2439,-0.0048,1115796.96
VWAP_Deviation_MeanRev,NQ,5m,"{""dev_atr_mult"": 2.5, ""atr_period"": 10, ""rr_ratio"": 1.0, ""hold_bars"": 10}",36691,0.4834,-1026870.0,466.6,-491.29,0.89,-1.8782,-0.0048,1072272.5
